Nom,Catégorie,Thème,Adresse,Téléphone,Site web,Latitude,Longitude,Lien Google Maps,Date d'import,Statut,place_id
Nazareth Offshore Fishing Co-operatives Society Limited,activites,peche,"MU, 40 Des Roses St, Port Louis 11705",+230 5827 3323,,"-20,145678","57,5251604",https://maps.google.com/?cid=14469563026381928153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJnaQJKSpRfCER2fae0ug2zsg
King Fishing,activites,peche,"Domen Mont Calme, Tamarin",+230 5479 8737,http://fishing-mauritius.com/,"-20,3417144","57,3651671",https://maps.google.com/?cid=7596276795242375649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJWXrSDGJBfCER4en2m39la2k
The Wan Fishing Shop,activites,peche,"32 Dr Joseph Riviere Street, Port Louis",+230 240 0960,https://linktr.ee/thewanfishing,"-20,1605877","57,5064896",https://maps.google.com/?cid=14974271287957236564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJE8Re8qpRfCERVKsFOWZMz88
Baie du Tombeau Fisheries Post,activites,peche,"VFFW+MPM, Baie du Tombeau",,,"-20,1257864","57,4967994",https://maps.google.com/?cid=13715655630476356088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJK0umh4VRfCER-CkhlCDMV74
La Citronelle,activites,peche,"H9CQ+CWP, Route Royale, Chamarel",+230 5765 2663,,"-20,4289169","57,3898353",https://maps.google.com/?cid=17349119052513386521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJBc9IdqlpfCERGaAF09tzxPA
Ferme Marine De Mahebourg Ltd,activites,peche,"PFHH+844, Quatre Bornes",,,"-20,2717384","57,4778223",https://maps.google.com/?cid=4921611625505498006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJWWZDz0RbfCERliOwlLITTUQ
MS Fishing Equipment,activites,peche,"Idriss MU, Idrice Goomany St, Beau Bassin-Rose Hill 71258",+230 5938 6776,,"-20,2406346","57,4579361",https://maps.google.com/?cid=12044341959950928231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJtWnZIVxFfCERZwk17DIZJqc
La Butte Chaumon,activites,peche,M2,,,"-20,3058891","57,5462432",https://maps.google.com/?cid=12093127702635548236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJhX6EnwRcfCERTA4Hy5Jr06c
Jc Fishing Mauritius,activites,peche,"Block A1, rue anthhurium, pailles",+230 5496 3280,,"-20,1865286","57,4859522",https://maps.google.com/?cid=3489459327634240155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJoQe7KQBRfCERm_LPQcUMbTA
Societe D'Exportation Materials De Peche Ltee,activites,peche,"3 Ave Avocado, Beau Bassin-Rose Hill",,,"-20,2016892","57,467256",https://maps.google.com/?cid=9726862626265544701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJAynI9atafCER_beUAQbC_IY
Pointe aux Sables Fisheries Post,activites,peche,"RFP8+4F8, B31, Port Louis",+230 5918 8851,,"-20,1647084","57,4662074",https://maps.google.com/?cid=13418327111310367415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJMW7XgihQfCERt9qlFWp5N7o
Jardin de la Compagnie,activites,parcs-botaniques,"RGP2+GRJ, La Chaussée, Port Louis",,,"-20,1636664","57,5020118",https://maps.google.com/?cid=6176384933994150798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ_2J-e1NQfCERjrvLol_ttlU
Le Morne Public Beach,activites,parcs-botaniques,"Brabant, Le Morne Brabant",,,"-20,4524764","57,3126958",https://maps.google.com/?cid=1151425708460786091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJlZsRYeRsfCERq8EO0pSv-g8
Slave Route Monument,activites,parcs-botaniques,"Le Morne Cultural Landscape, Unnamed Road, Le Morne",,https://www.ilemaurice.im/monument-de-la-route-de-lesclave/,"-20,4522813","57,3142741",https://maps.google.com/?cid=1957323751211882403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJSQVJBPFsfCERo1dr1ZTPKRs
La Nicolière Viewpoint,activites,parcs-botaniques,B49,,,"-20,16247","57,6228699",https://maps.google.com/?cid=17318035148116312594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJywrumRVWfCEREsIzWzYFVvA
Chalets Chamarel,activites,parcs-botaniques,"MU, Route Terres des Sept Couleurs, Chamarel 90404",+230 660 9796,https://searesortshotels.com/chaletschamarel/,"-20,4397331","57,3649636",https://maps.google.com/?cid=108397178541874593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJz6Kp4I5tfCERoZ2k2agagQE
Sommet de la montagne Le Pouce,activites,parcs-botaniques,"RG3G+9WX, St Pierre",,,"-20,1965163","57,5273632",https://maps.google.com/?cid=3718309045816631596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJrYT4kJdQfCERLKEFcWAWmjM
Enbalao Bar & Restaurant Chamarel,activites,culture-patrimoine,"Curious Mauritius, Baie du Cap – Chamarel Rd, Chamarel",+230 5763 6651,https://curiousmauritius.com/enbalao-restaurant-chamarel/,"-20,4378164","57,3903757",https://maps.google.com/?cid=15745540461427190874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJFfKp6sNvfCERWmzoT6Blg9o
Ruisseau Creole,activites,malls-shopping,"La Mivoie, La Preneuse",+230 483 4000,http://www.ruisseaucreole.com/,"-20,3580105","57,3685809",https://maps.google.com/?cid=15919556315368253948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJY1jBGPpBfCER_OlZlx-g7dw
Wapalapam Shop,activites,malls-shopping,"Centre commercial de l'harmonie Le Morne Brabant MU, Le Morne 91902",+230 5480 0245,,"-20,4435085","57,3221176",https://maps.google.com/?cid=7063315285588043365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJb_ZpO3FtfCERZeYPRtTvBWI
Riche Terre Mall,activites,malls-shopping,"Riche Terre Rd, Pamplemousses",+230 249 0037,https://www.ascenciamalls.com/riche-terre-mall,"-20,1299944","57,5215532",https://maps.google.com/?cid=9471792331818787474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJVwoshmRRfCERkuJTLPGQcoM
Bo'Valon Mall,activites,malls-shopping,"HMGX+C43, Royal Rd, Mahébourg",+230 630 0057,http://www.ascenciamalls.com/,"-20,4239807","57,6978035",https://maps.google.com/?cid=1850200876410065307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJCSRZ0UOLfCERm9GJ8eQ7rRk
Phoenix Mall,activites,malls-shopping,"Centre Commercial Phoenix, S Sivananda Ave, Vacoas-Phoenix",+230 697 6208,https://www.ascenciamalls.com/phoenix-mall,"-20,2785593","57,4953983",https://maps.google.com/?cid=17895525141119474991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJWeqL2WRbfCERL51_IU2tWfg
Le morne Tamarin Viewpoint,activites,malls-shopping,"H9HP+GH4, Chamarel",,,"-20,4212382","57,3864687",https://maps.google.com/?cid=2166585573967639460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJHXVngkVpfCERpLPTtxlCER4
Craft World Company,activites,malls-shopping,"Centre Commercial de L'Harmonie, Le Morne Brabant 91202, Le Morne",,,"-20,443618","57,3223106",https://maps.google.com/?cid=10366620036146472324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ-aSCjyVtfCERhCX1h_-h3Y8
Spa Le Chamarel Holistic Retreat & Welllness,activites,malls-shopping,"Saint Anne, s Road, Chamarel",+230 5500 8208,http://www.lechamarelholisticretreat.com/,"-20,4259906","57,3912",https://maps.google.com/?cid=16921344830485349242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJo_kQzJBpfCEResP4Xnix1Oo
Floreal square,activites,malls-shopping,"MGR5+V3R, John Kennedy Avenue, Vacoas-Phoenix",,,"-20,3077744","57,5076425",https://maps.google.com/?cid=13270622758181946729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ8zNnzvRcfCERaUWmeRa5Krg
Palais de Barbizon,activites,malls-shopping,"H9FR+R65, Chamarel",+230 5495 1690,,"-20,4254803","57,3906179",https://maps.google.com/?cid=2179277447342717553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJITVQH0lpfCERcfrhw0pZPh4
Roots of Chamarel,activites,malls-shopping,"H9CQ+CWP, Route Royale, Chamarel",,,"-20,428912","57,3898412",https://maps.google.com/?cid=16045030348134905846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJr0PgLQBpfCER9nfxZhdmq94
Caudan Waterfront,activites,malls-shopping,"Marina Quay, Caudan, Port Louis",+230 211 9500,http://www.caudan.com/,"-20,160863","57,498089",https://maps.google.com/?cid=15064681629939720786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJWQHWQUlQfCERUuLoViCAENE
Flamboyant Chamarel,activites,malls-shopping,"Royal road, Chamarel",+230 5774 3060,,"-20,4285391","57,3897507",https://maps.google.com/?cid=9861140946443720102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJrwoz6uNpfCERplXWuHHP2Yg
Chez M Chamarel,activites,malls-shopping,"H9FR+H5V, Chamarel",+230 5759 2344,,"-20,4260197","57,3904233",https://maps.google.com/?cid=10787781267045747389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJi0tAyLBpfCERvQrgAOjltZU
Woolworths So'flo Mauritius,activites,malls-shopping,"Georges Guibert St, Vacoas-Phoenix 73103",+230 606 3131,https://www.ascenciamalls.com/,"-20,3098148","57,5132708",https://maps.google.com/?cid=17002841735469280693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJO6VIuGBcfCERtS3VNnk69us
Chamarel,activites,malls-shopping,"H9FR+XM7, Royals road, Chamarel",,,"-20,4250942","57,391685",https://maps.google.com/?cid=6891954116225829937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJOX0wagBpfCERMYzu6cAjpV8
Le Gall Clothing Shop,activites,malls-shopping,"Harmonie shopping center, Le Morne 91205",+230 450 5412,http://www.legallclothing.com/,"-20,4433376","57,3223256",https://maps.google.com/?cid=3006046653577284023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJy9PxbvRsfCERt8m5NIGftyk
VinCe,activites,malls-shopping,"MU, Le Morne Road, Le Morne 00000",+230 5753 7311,,"-20,4435123","57,3223218",https://maps.google.com/?cid=11943197239126762365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJedTWEEZtfCERfaOTeJzCvqU
Plaza Boulevard,activites,malls-shopping,"QF4C+WHC, Beau Bassin-Rose Hill",+230 463 4016,,"-20,2426938","57,4713857",https://maps.google.com/?cid=3805936061022429064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJDbYQLfVbfCERiF8Xy65m0TQ
Restaurant Les Palmiers Chez Dev,activites,malls-shopping,"Royal Road, Chamarel",+230 483 4364,https://g4georgia.wixsite.com/lespalmierschezdev/contact,"-20,4337783","57,3917824",https://maps.google.com/?cid=6998984895406154961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJqT6Y1rRufCER0SQCH65jIWE
Intermart So'flo,activites,malls-shopping,"So'flo mall, Curepipe",+230 670 7788,http://www.intermartmauritius.com/,"-20,3092972","57,5130982",https://maps.google.com/?cid=3538059860355825271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJI_2MxWBcfCERd76TkrK2GTE
Chez Nella - Roots Chamarel,activites,malls-shopping,"H9CQ+CWP, Route Royale, Chamarel",,,"-20,429142","57,389951",https://maps.google.com/?cid=17638787837381444589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJz2TkLgBpfCER7QOacxWQyfQ
Noel Desirée Ave,activites,malls-shopping,"H9CQ+PVP, Chamarel",,,"-20,4281741","57,3897135",https://maps.google.com/?cid=5207754407211614199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ1Z5Q-ktpfCER979SnwqpRUg
One Love Snack,activites,malls-shopping,"H9FR+X9V, B103 - Plaine Champagne Road, Chamarel",+230 5987 1678,,"-20,4250079","57,3909083",https://maps.google.com/?cid=14933152122318714058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJTY9_CzZpfCERynSta7w2Pc8
Club Sixty Nine,activites,malls-shopping,"Shop F05, Cascavelle Shopping Mall, Coastal Rd, Bambous",+230 5465 0069,https://www.clubsixtynine.com/,"-20,2780143","57,401744",https://maps.google.com/?cid=10033904790266457551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJVap1ZrZDfCERzy3srT6XP4s
Marché Central,activites,malls-shopping,"9 Corderie St, Port Louis",,,"-20,1606919","57,5029509",https://maps.google.com/?cid=93661475342135607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJT4oHW6tRfCERNzHolp3ATAE
Chamarel,activites,malls-shopping,Chamarel,,,"-20,4250942","57,391685",https://maps.google.com/?cid=9668632493184510709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJoRZi_UhpfCER9eoPpAbiLYY
La Marmite De Chamarel,activites,malls-shopping,"H9CQ+7W2, Chamarel",+230 5734 4228,,"-20,4293749","57,3897568",https://maps.google.com/?cid=13526810586364055335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJa-GvFwxpfCERJw85aI_iuLs
Chamarel Mountain Chalets,activites,activites-enfants-famille,"H98Q+P7J Piton Canot, Chamarel",+230 5252 2003,,"-20,4331654","57,3881475",https://maps.google.com/?cid=3019176159924128008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJRXCF8fNpfCERCAmbnrhE5ik
Renova Spa,activites,spa-bien-etre,"MU, Pointe Sud Ouest, Le Morne 91202",,https://renovaspa.com/hotel/details/3abbfd4c-b988-11e7-b164-00002d3a2f3d,"-20,4675991","57,3150662",https://maps.google.com/?cid=3483405255775992562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJj2RLac5tfCER8rpBz5-KVzA
Chez Pierre Paul,food,restaurants,"H98R+JH, Chamarel",+230 5737 9529,,"-20,4334616","57,3913886",https://maps.google.com/?cid=16591522452803942317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJPahfdRVvfCERrfdL4sPtQOY
La table du currybou,food,restaurants,"Domaine st Denis chamarel MU, 90407",+230 5472 0343,https://www.facebook.com/La-Table-du-Currybou-109161477305981/,"-20,4296863","57,4237367",https://maps.google.com/?cid=9788914074296043368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJxYFW4XBpfCERaMc8l3w12Yc
Kot Zanane Food Adventure Table Dhôte,food,restaurants,"MU, Dilo pouri, Le Morne 91201",+230 5714 4977,,"-20,4756375","57,3479405",https://maps.google.com/?cid=15205822227249035739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJDTjxDS9tfCER2_nqdMDuBdM
Mich Resto,food,restaurants,"H98R+2HR, Chamarel",+230 483 4158,,"-20,4348847","57,3913886",https://maps.google.com/?cid=17689412884832345215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJaQQJ5rRufCERf1ym1UtrffU
L’Alchimiste restaurant,food,restaurants,H9CW+XJX,+230 483 4980,http://www.rhumeriedechamarel.com/,"-20,4275018","57,3966003",https://maps.google.com/?cid=11744627147797958219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJx_3OsgZpfCERSw7oSypM_aI
Lakaz Chamarel View Bar,food,restaurants,"H9FM+VCV, Chamarel",,,"-20,4252715","57,3835498",https://maps.google.com/?cid=3068299498280737978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ_4sAEnZpfCERulyIGyPKlCo
Saveur Tropical,food,restaurants,"Baie du Cap – Chamarel Rd, Chamarel",+230 483 4514,,"-20,4336301","57,3914597",https://maps.google.com/?cid=8373330749978715240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJyfoy0rRufCERaCRWC_QLNHQ
Le Bénitier,food,restaurants,"MU, Main road, Case Noyale 90302",+230 5973 0489,,"-20,408582","57,3695982",https://maps.google.com/?cid=16768232031011503341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJIbIQLExrfCER7XzEtzC6tOg
Heritage Sunset Café,food,restaurants,"H9C6+VVM, La Gaulette",+230 5918 3919,https://heritagesunsetcafe.com/,"-20,4277619","57,3621092",https://maps.google.com/?cid=14210682691298214862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJC50EfzZtfCERzkOfxp18NsU
SeaForest Restaurant,food,restaurants,"H958+R2C, La Gaulette",+230 660 9796,http://www.chaletschamarel.com/,"-20,4404306","57,3650022",https://maps.google.com/?cid=2372160729095973325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ_W7UpBVtfCERzanlZ52b6yA
Le Brabant,food,restaurants,"H87C+F72, Le Morne",+230 401 5050,https://www.beachcomber-hotels.com/en/hotel/paradis-golf-resort-spa/dining,"-20,4363639","57,3206411",https://maps.google.com/?cid=15703114747107952997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJRUuF7EJtfCERZUmR8Kmr7Nk
Sugar Restaurant & Bar,food,restaurants,"MU, Royal Road, La Gaulette 91101",+230 5457 6334,https://www.facebook.com/profile.php?id=61582401216889,"-20,4392694","57,3522416",https://maps.google.com/?cid=9103008100640117389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJTbDPJs5tfCERjVIoQqNhVH4
Chamarel Café,food,restaurants,"H95F+PF4, La Gaulette",+230 483 4205,,"-20,4407478","57,3737084",https://maps.google.com/?cid=5838197420757713773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ2Ujz56dufCERbYPdQJ9xBVE
Le morne snack,food,restaurants,"MU, Royal Road, Le Morne Brabant 91201",+230 5838 4553,,"-20,4732925","57,3464705",https://maps.google.com/?cid=3172334115526029084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJJ7RstjhtfCERHC_IABJlBiw
The Boathouse Bar & Grill,food,restaurants,"G8Q5+VPQ, Le Morne",,,"-20,4602977","57,3093736",https://maps.google.com/?cid=12417906559105521244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJyQZ7L9ltfCERXFZ6_ThEVaw
Emba Filao Restaurant,food,restaurants,"Plage, Le Morne, G8W6+6W8, Le Morne",+230 401 4000,,"-20,4544526","57,312328",https://maps.google.com/?cid=6244305260069701770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJmQ3NpONsfCERisiO34w6qFY
Gregory's Secret Restaurant,food,restaurants,"MU, Lot 141, vrs Morcellement, La Gaulette 91102",+230 5826 5036,http://www.happydaysmauritius.com/en/,"-20,4184787","57,3673421",https://maps.google.com/?cid=11646063408466509414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ-XqlHpdtfCERZj5Sbfcgn6E
Taste of Flo,food,restaurants,"G8MV+63C, B9, Le Morne",+230 5733 0355,,"-20,4666623","57,3426457",https://maps.google.com/?cid=14332789155574406478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJJbQSFABtfCERTl2VcsxL6MY
Kot Moukesh,food,restaurants,Baie du Cap – Chamarel Rd,+230 5478 2105,,"-20,4340233","57,3915771",https://maps.google.com/?cid=3673205091146040356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJLXUpHeZvfCERJITqpJHY-TI
Floating Market Restaurant,food,restaurants,"G8Q5+MVW, Le Morne",,,"-20,4607717","57,3096982",https://maps.google.com/?cid=12523963747793968807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ4eqW-mVtfCERpx4hf6wOzq0
The Beach - LUX* Le Morne,food,restaurants,Le Morne,+230 401 4000,https://www.luxresorts.com/en/mauritius/hotel/luxlemorne/restaurants-bars/the-beach,"-20,4549813","57,3118306",https://maps.google.com/?cid=11789280707947948939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJs9bwYgBtfCERi2uaclfwm6M
Eldorade Resto & Bar,food,restaurants,La Gaulette,+230 5721 6552,,"-20,4244375","57,3623125",https://maps.google.com/?cid=13018438521872743476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJQSGlyvlrfCERNHx8atzIqrQ
Dina's,food,restaurants,"G8X7+XRQ Dinarobin Beachcomber, Le Morne",+230 401 4900,https://www.beachcomber-hotels.com/en/hotel/dinarobin-golf-resort-spa/dining/restaurants/dinas,"-20,4500308","57,3146063",https://maps.google.com/?cid=6608250802976188655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJ6fdJlsBtfCER7-gV4hc5tVs
Chez Bhim,food,restaurants,"H994+GWR, Royal road, La Gaulette",+230 5777 5850,,"-20,4311496","57,3572757",https://maps.google.com/?cid=8363733311658530313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJAcpmUL9tfCERCRaCTSLzEXQ
Table d’hôte uniquement sur réservation,food,restaurants,"HC53+5R2, Chamarel",+230 483 5626,,"-20,4421066","57,4045033",https://maps.google.com/?cid=2309516039622012145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,12/07/2026,,ChIJPd3vDv9pfCER8ay8CJoMDSA
